satelite_id,Datetime,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,t_tm
G01,2025-03-18 00:00:00,-89.03125,4.4834010373630005e-09,-1.714078044722,-4.6808272600169995e-06,0.00040537607856089996,8.860602974892e-06,5153.736457825,172800.0,3.166496753693e-08,3.122310231748,-1.6763806343080003e-08,0.9599791964954,208.21875,-0.08076951532309,-8.082122367123e-09,-2.135803250493e-10,165618.0
G01,2025-03-18 01:29:36,-84.90625,4.50697344782e-09,-0.9323789662407,-4.4722110033040005e-06,0.00040501682087780005,8.504837751388999e-06,5153.734525681,178176.0,0.0,3.122266620697,3.3527612686160006e-08,0.959978166601,215.0,-0.0783618505999,-8.073193423768e-09,-1.725071856167e-10,171018.0
G01,2025-03-18 02:00:00,-81.0625,4.514473760239001e-09,-0.6671859839800001,-4.259869456291e-06,0.00040467607323080003,8.469447493552999e-06,5153.733650208001,180000.0,-9.313225746155e-09,3.122251867168,2.607703208923e-08,0.9599778696287,215.59374999999997,-0.07751835983084,-8.067478900021e-09,-1.678641350722e-10,172818.0
G01,2025-03-18 04:00:00,-80.34375,4.441613582462e-09,0.38258207715340004,-4.179775714874e-06,0.00040595163591210004,8.026137948035999e-06,5153.735994339,187200.0,-7.450580596924e-09,3.122193837597,-1.862645149231e-08,0.9599768324197999,225.71875,-0.07714273367022,-8.041049227691e-09,-1.5429214117270002e-10,180000.0
G01,2025-03-18 06:00:00,-76.4375,4.399468969827e-09,1.432261759017,-4.120171070099001e-06,0.00040651333983990004,7.750466465949999e-06,5153.736930847,194400.0,2.421438694e-08,3.122135793396,-2.421438694e-08,0.9599757264537001,230.28125,-0.07668092993138,-8.056049852527e-09,-1.3607709672870002e-10,187218.0
G01,2025-03-18 08:00:00,-79.28125,4.354467095319e-09,2.482815889922,-4.144385457039e-06,0.00040630006697030003,7.446855306625e-06,5153.736791611001,201600.0,4.0978193283079996e-08,3.122077809175,-1.862645149231e-08,0.9599747360581001,233.0,-0.07709347429265,-8.062478691742e-09,-1.410773050075e-10,194418.0
G01,2025-03-18 10:00:00,-85.75,4.2962503846450004e-09,-2.751301997332,-4.347413778305e-06,0.00040596432518210003,7.6275318861009994e-06,5153.7375221249995,208800.0,5.587935447693e-08,3.122019724013,3.725290298462e-08,0.9599735862045,233.25,-0.07602071207637,-8.078907947515001e-09,-1.567922453121e-10,201618.0
G01,2025-03-18 12:00:00,-90.65625,4.269106396846001e-09,-1.701895509568,-4.62494790554e-06,0.000406613224186,7.84732401371e-06,5153.736320496,216000.0,-6.705522537231e-08,3.121962254739,7.264316082001e-08,0.9599724539059,228.78124999999997,-0.07528646910363,-8.008547873879e-09,-2.353669468352e-10,208818.0
G01,2025-03-18 14:00:00,-83.28125,4.3419665746220006e-09,-0.6537441879609001,-4.351139068603999e-06,0.000405989238061,7.731840014457999e-06,5153.734457016,223200.00000000003,1.6763806343080003e-08,3.121905006366,-1.4901161193850002e-08,0.9599702843984,232.06250000000003,-0.07329682151825,-8.040692069956001e-09,-3.3215669280240004e-10,216018.0
G01,2025-03-18 16:00:00,-79.75,4.423398538018e-09,0.3956523841442,-4.2840838432310004e-06,0.00040669192094359996,7.1059912443159994e-06,5153.735700607001,230399.99999999997,-2.421438694e-08,3.121847020682,-3.725290298462e-09,0.9599676935705,238.6875,-0.07255052556346,-8.082479524857e-09,-3.353711124101e-10,223218.0
G01,2025-03-18 18:00:00,-74.375,4.492687138453001e-09,1.445012317466,-3.756955265999e-06,0.00040737714152780006,6.882473826408e-06,5153.736967087,237600.0,5.2154064178470006e-08,3.121788366445,-2.793967723846e-08,0.9599652841444,243.3125,-0.07176855049963,-8.128552872569e-09,-2.850118718885e-10,230418.0
G01,2025-03-18 20:00:00,-74.71875,4.5398319593660005e-09,2.49667504184,-3.863126039505e-06,0.00040737865492700007,6.750226020812999e-06,5153.735891342,244800.0,-1.862645149231e-09,3.121729587859,2.2351741790770002e-08,0.9599635257169,248.74999999999997,-0.07328822248578,-8.107480566251002e-09,-2.2536653027770003e-10,237618.00000000003
G01,2025-03-18 21:59:44,-80.53125,4.530188700543001e-09,-2.73963798325,-4.1611492633819995e-06,0.00040696503128860004,6.727874279022e-06,5153.736738205,251984.0,-1.862645149231e-08,3.121671289111,3.166496753693e-08,0.9599617833815,249.9375,-0.07235190517584,-8.126767083898e-09,-2.289381076197e-10,244817.99999999997
G02,2025-03-18 00:00:00,-89.375,4.526259965467001e-09,-0.3624992372397,-4.816800355911e-06,0.01616554358043,7.653608918189999e-06,5152.870416641,172800.0,-1.899898052216e-07,2.958092606876,-1.601874828339e-07,0.9663186949381001,238.46875,-1.015586209254,-8.362134030733e-09,-1.807218135032e-10,165618.0
G02,2025-03-18 01:59:44,-85.96875,4.551261006861e-09,0.6858196528556001,-4.74601984024e-06,0.01616488001309,7.329508662224e-06,5152.869234085,179984.0,-5.4016709327700004e-08,2.958032518979,-3.0733644962309997e-07,0.9663172086133001,245.125,-1.015566651502,-8.327132572782e-09,-2.1929484879640004e-10,177816.0
G02,2025-03-18 02:00:00,-85.96875,4.551261006861e-09,0.6881544949798001,-4.74788248539e-06,0.01616487710271,7.329508662224e-06,5152.869243622,180000.0,-5.4016709327700004e-08,2.958032385854,-3.0733644962309997e-07,0.9663172290942001,245.125,-1.015566710018,-8.327132572782e-09,-2.1965200653060004e-10,172818.0
G02,2025-03-18 03:59:44,-80.8125,4.317322690962001e-09,1.736370332737,-4.298985004425e-06,0.016165674547660002,6.316229701042e-06,5152.873249054001,187184.0,3.0174851417539995e-07,2.957974928283,3.725290298462e-09,0.9663173768489,258.875,-1.015446899954,-7.8656847802e-09,-3.0644133594020004e-10,180018.0
G02,2025-03-18 06:00:00,-78.4375,4.275535236061e-09,2.789352277136,-4.1294842958449996e-06,0.01616546069272,6.306916475296e-06,5152.873998642,194400.0,2.440065145493e-07,2.957918114397,1.6950070858e-07,0.9663151912493,257.03125,-1.015425402372,-7.838897950136001e-09,-2.503675716715e-10,187218.0
G02,2025-03-18 08:00:00,-79.71875,4.174459597284e-09,-2.443164667181,-3.799796104431e-06,0.01616530411411,6.310641765594e-06,5152.8742713930005,201600.0,1.0244548320769999e-07,2.95786160626,2.831220626831e-07,0.9663137312570002,256.59375,-1.015426010946,-7.841040896541e-09,-1.928651764659e-10,194418.0
