satelite_id,Datetime,a0,a1,a2,X,Vx,ax,Health,Y,Vy,ay,Frequency number,Z,Vz,az,Age of operation
R01,2025-03-18 00:15:00,0.000118300318718,9.094947017729001e-13,172830.0,-4434.092285156,0.06331825256348,1.862645149231e-09,0.0,22156.988769530002,-1.628468513489,-9.313225746155e-10,1.0,-11844.73291016,-3.066222190857,0.0,0.0
R01,2025-03-18 00:45:00,0.0001183021813631,9.094947017729001e-13,174630.0,-4626.590820312,-0.30511760711670005,9.313225746155e-10,0.0,18598.52978516,-2.289249420166,-9.313225746155e-10,1.0,-16834.90332031,-2.442390441895,9.313225746155e-10,0.0
R01,2025-03-18 01:15:00,0.00011830497533080001,9.094947017729001e-13,176430.0,-5606.601074219,-0.7962064743042001,0.0,0.0,14067.68359375,-2.698036193848,0.0,1.0,-20523.63525391,-1.629549026489,1.862645149231e-09,0.0
R01,2025-03-18 01:45:00,0.000118306837976,9.094947017729001e-13,178230.0,-7505.3984375,-1.307837486267,0.0,0.0,9064.001464844001,-2.811043739319,0.0,1.0,-22625.32324219,-0.6904449462891,1.862645149231e-09,0.0
R01,2025-03-18 02:15:00,0.0001183087006211,9.094947017729001e-13,180000.0,-10261.55371094,-1.731099128723,0.0,0.0,4125.125,-2.630250930786,0.0,1.0,-22976.933593750004,0.30235481262210007,2.793967723846e-09,0.0
R01,2025-03-18 02:45:00,0.00011831056326630001,9.094947017729001e-13,181800.0,-13625.48242188,-1.968877792358,-9.313225746155e-10,0.0,-256.0654296875,-2.202651023865,9.313225746155e-10,1.0,-21550.74365234,1.272047996521,2.793967723846e-09,0.0
R01,2025-03-18 03:15:00,0.00011831335723400001,9.094947017729001e-13,183600.0,-17196.24267578,-1.952587127686,-9.313225746155e-10,0.0,-3706.193359375,-1.612114906311,9.313225746155e-10,1.0,-18456.64111328,2.143529891968,1.862645149231e-09,0.0
R01,2025-03-18 03:45:00,0.0001183152198792,9.094947017729001e-13,185400.0,-20484.625,-1.654240608215,-9.313225746155e-10,0.0,-6025.758300781,-0.9652080535889,1.862645149231e-09,1.0,-13933.765625,2.849229812622,1.862645149231e-09,0.0
R01,2025-03-18 04:15:00,0.0001183170825243,9.094947017729001e-13,187200.0,-22992.168945309997,-1.091814041138,0.0,0.0,-7214.2265625,-0.3733043670654,1.862645149231e-09,1.0,-8332.084960938,3.334389686584,9.313225746155e-10,0.0
R01,2025-03-18 04:45:00,0.00011831894516940001,9.094947017729001e-13,189000.0,-24293.01464844,-0.32697963714600004,0.0,0.0,-7461.806152344,0.0660343170166,1.862645149231e-09,1.0,-2085.2763671879998,3.561372756958,9.313225746155e-10,0.0
R01,2025-03-18 05:15:00,0.0001183208078146,9.094947017729001e-13,190800.0,-24104.94140625,0.5444707870483,0.0,0.0,-7109.396484375,0.285285949707,1.862645149231e-09,1.0,4322.987792969,3.512632369995,0.0,0.0
R01,2025-03-18 05:45:00,0.0001183226704597,9.094947017729001e-13,192600.0,-22337.71875,1.407909393311,0.0,0.0,-6583.572265625,0.25808811187740005,1.862645149231e-09,1.0,10396.68554688,3.192079544067,0.0,0.0
R01,2025-03-18 06:15:00,0.00011832546442750001,9.094947017729001e-13,194400.0,-19110.65185547,2.148323059082,0.0,0.0,-6317.639160156,0.0033779144287110004,9.313225746155e-10,1.0,15666.01220703,2.624733924866,-9.313225746155e-10,0.0
R01,2025-03-18 06:45:00,0.00011832732707260001,9.094947017729001e-13,196200.0,-14736.392089840001,2.66881942749,0.0,0.0,-6672.124023438,-0.41812515258790006,9.313225746155e-10,1.0,19723.79980469,1.854701042175,-9.313225746155e-10,0.0
R01,2025-03-18 07:15:00,0.00011833012104030002,9.094947017729001e-13,198000.0,-9673.708496094,2.906119346619,0.0,0.0,-7868.104492188,-0.9144611358643,0.0,1.0,22256.91748047,0.94167137146,-1.862645149231e-09,0.0
R01,2025-03-18 07:45:00,0.0001183319836855,9.094947017729001e-13,199800.0,-4457.071289062,2.840479850769,0.0,0.0,-9944.5703125,-1.378204345703,0.0,1.0,23070.26953125,-0.04375267028809,-1.862645149231e-09,0.0
R01,2025-03-18 08:15:00,0.0001183347776532,9.094947017729001e-13,201600.0,385.3471679688,2.498465538025,0.0,0.0,-12746.93554688,-1.70481300354,0.0,1.0,22101.613769530002,-1.025512695312,-2.793967723846e-09,0.0
R01,2025-03-18 08:45:00,0.0001183375716209,9.094947017729001e-13,203399.99999999997,4411.813964844,1.948152542114,-9.313225746155e-10,0.0,-15948.64111328,-1.810526847839,0.0,1.0,19426.16308594,-1.92791557312,-2.793967723846e-09,0.0
R01,2025-03-18 09:15:00,0.0001183412969112,9.094947017729001e-13,205200.0,7332.270996093999,1.28759765625,-1.862645149231e-09,0.0,-19102.30126953,-1.646849632263,-9.313225746155e-10,1.0,15250.694335940001,-2.68141078949,-2.793967723846e-09,0.0
R01,2025-03-18 09:45:00,0.00011834409087900001,9.094947017729001e-13,206999.99999999997,9048.124511719,0.6284780502319001,-1.862645149231e-09,0.0,-21712.01318359,-1.209239006042,-9.313225746155e-10,1.0,9897.614746094,-3.227891921997,-1.862645149231e-09,0.0
R01,2025-03-18 10:15:00,0.0001183468848467,9.094947017729001e-13,208800.0,9660.180664062,0.07757377624512,-2.793967723846e-09,0.0,-23314.91796875,-0.5385608673096,0.0,1.0,3780.2001953120002,-3.525156974792,-9.313225746155e-10,0.0
R01,2025-03-18 10:45:00,0.00011834874749180001,9.094947017729001e-13,210600.0,9443.62109375,-0.2808494567871,-2.793967723846e-09,0.0,-23558.57470703,0.2849683761597,0.0,1.0,-2629.178710938,-3.550175666809,-9.313225746155e-10,0.0
R01,2025-03-18 11:15:00,0.00011835154145960001,9.094947017729001e-13,212400.0,8794.268554687998,-0.39886379241940007,-1.862645149231e-09,0.0,-22261.30859375,1.15437412262,0.0,1.0,-8835.426269531,-3.300897598267,0.0,0.0
R01,2025-03-18 11:45:00,0.00011835433542730002,9.094947017729001e-13,214200.0,8155.183593749999,-0.2726030349731,-1.862645149231e-09,0.0,-19445.47607422,1.953007698059,0.0,1.0,-14358.90966797,-2.796449661255,9.313225746155e-10,0.0
R01,2025-03-18 12:15:00,0.00011835619807240001,9.094947017729001e-13,216000.0,7935.905761719,0.057402610778809995,-9.313225746155e-10,0.0,-15338.030761720001,2.573287963867,0.0,1.0,-18772.51855469,-2.075687408447,9.313225746155e-10,0.0
R01,2025-03-18 12:45:00,0.00011835806071760001,9.094947017729001e-13,217800.0,8437.880371094,0.5133409500122,0.0,0.0,-10338.178222659999,2.934010505676,0.0,1.0,-21734.70654297,-1.194214820862,1.862645149231e-09,0.0
R01,2025-03-18 13:15:00,0.0001183608546853,9.094947017729001e-13,219600.00000000003,9798.598632812,0.9935007095337,0.0,0.0,-4957.350585938,2.993366241455,0.0,1.0,-23015.96533203,-0.2201089859009,1.862645149231e-09,0.0
R01,2025-03-18 13:45:00,0.00011836271733049999,9.094947017729001e-13,221400.0,11963.86035156,1.389699935913,0.0,0.0,258.68994140620003,2.75550365448,0.0,1.0,-22516.676269530002,0.7713184356689,2.793967723846e-09,0.0
R01,2025-03-18 14:15:00,0.0001183645799756,9.094947017729001e-13,223200.00000000003,14692.91210938,1.60586643219,9.313225746155e-10,0.0,4812.873535156,2.269575119019,-9.313225746155e-10,1.0,-20274.96240234,1.703326225281,2.793967723846e-09,0.0
R01,2025-03-18 14:45:00,0.00011836644262080001,9.094947017729001e-13,225000.0,17595.738769530002,1.574681282043,9.313225746155e-10,0.0,8331.358886719001,1.621403694153,-9.313225746155e-10,1.0,-16463.89160156,2.503692626953,1.862645149231e-09,0.0
R01,2025-03-18 15:15:00,0.00011836923658850002,9.094947017729001e-13,226799.99999999997,20196.422851559997,1.269486427307,9.313225746155e-10,0.0,10617.378906249998,0.9191360473633001,-1.862645149231e-09,1.0,-11378.208496090001,3.110332489014,1.862645149231e-09,0.0
R01,2025-03-18 15:45:00,0.00011837109923360001,9.094947017729001e-13,228600.0,22012.10449219,0.7094573974609001,9.313225746155e-10,0.0,11675.575683590001,0.2752628326416,-1.862645149231e-09,1.0,-5411.553710937999,3.476172447205,9.313225746155e-10,0.0
R01,2025-03-18 16:15:00,0.00011837296187880001,9.094947017729001e-13,230399.99999999997,22634.39550781,-0.042886734008790006,9.313225746155e-10,0.0,11702.905273440001,-0.2120141983032,-1.862645149231e-09,1.0,974.0937499999999,3.572856903076,9.313225746155e-10,0.0
R01,2025-03-18 16:45:00,0.0001183748245239,9.094947017729001e-13,232200.0,21799.62060547,-0.8914337158203001,0.0,0.0,11047.77685547,-0.47494983673100005,-1.862645149231e-09,1.0,7284.361328125,3.392984390259,0.0,0.0
R01,2025-03-18 17:15:00,0.00011837761849160001,9.094947017729001e-13,234000.0,19436.09863281,-1.721881866455,0.0,0.0,10144.40625,-0.48723220825200003,-1.862645149231e-09,1.0,13030.95117188,2.950655937195,0.0,0.0
