satelite_id,Datetime,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Data source,GAL Week,SISA signal,SV health,BGDa,BGDb,t_tm
E02,2025-03-18 01:20:00,154.0,2.820474626946e-09,-0.45885383767560006,7.174909114838e-06,0.0004515222972259,8.711591362953e-06,5440.623552322,177600.0,-2.2351741790770002e-08,1.055260452474,1.098960638046e-07,0.9642524431104,156.5625,0.8371292083517,-5.464513333200001e-09,3.100129132822e-10,258.0,2358.0,3.12,0.0,-6.519258022308e-09,0.0,178300.0
E02,2025-03-18 01:30:00,151.1875,2.82761778163e-09,-0.38424035331300005,7.0501118898389996e-06,0.00045111810322850005,8.624047040939e-06,5440.622728348,178200.0,-4.4703483581540004e-08,1.05525721211,1.080334186554e-07,0.9642527122873,158.5,0.8369001197692001,-5.457013020782e-09,2.982267080537e-10,516.0,2358.0,3.12,0.0,-6.519258022308e-09,-7.683411240578e-09,178864.0
E02,2025-03-18 01:30:00,151.1875,2.82761778163e-09,-0.38424035331300005,7.0501118898389996e-06,0.00045111810322850005,8.624047040939e-06,5440.622728348,178200.0,-4.4703483581540004e-08,1.05525721211,1.080334186554e-07,0.9642527122873,158.5,0.8369001197692001,-5.457013020782e-09,2.982267080537e-10,258.0,2358.0,3.12,0.0,-6.519258022308e-09,0.0,178900.0
E02,2025-03-18 01:40:00,148.84375,2.8351180940490003e-09,-0.3095738089117,6.947666406631e-06,0.0004507421981543,8.527189493179e-06,5440.621946335,178800.0,-6.519258022308e-08,1.055253981987,1.0058283805849999e-07,0.9642529741497001,160.71875,0.8366180194243,-5.450584181566e-09,2.860833450911e-10,516.0,2358.0,3.12,0.0,-6.519258022308e-09,-7.683411240578e-09,179464.0
E02,2025-03-18 01:40:00,148.84375,2.8351180940490003e-09,-0.3095738089117,6.947666406631e-06,0.0004507421981543,8.527189493179e-06,5440.621946335,178800.0,-6.519258022308e-08,1.055253981987,1.0058283805849999e-07,0.9642529741497001,160.71875,0.8366180194243,-5.450584181566e-09,2.860833450911e-10,258.0,2358.0,3.12,0.0,-6.519258022308e-09,0.0,179500.0
E02,2025-03-18 02:30:00,144.78125,2.8672622901260002e-09,0.06372750278057,6.7856162786479995e-06,0.00044967059511690004,8.154660463333e-06,5440.619495392,181800.0,-1.266598701477e-07,1.055237986441,3.725290298462e-09,0.9642541415583001,169.8125,0.8352399125578001,-5.4345120835280004e-09,2.171519023912e-10,516.0,2358.0,3.12,0.0,-6.519258022308e-09,-7.683411240578e-09,182974.0
E02,2025-03-18 02:30:00,144.78125,2.8672622901260002e-09,0.06372750278057,6.7856162786479995e-06,0.00044967059511690004,8.154660463333e-06,5440.619495392,181800.0,-1.266598701477e-07,1.055237986441,3.725290298462e-09,0.9642541415583001,169.8125,0.8352399125578001,-5.4345120835280004e-09,2.171519023912e-10,258.0,2358.0,3.12,0.0,-6.519258022308e-09,0.0,183000.0
E02,2025-03-18 02:40:00,144.875,2.871191025202e-09,0.1381978757191,6.789341568946999e-06,0.0004496367182583,8.147209882736e-06,5440.619394302,182400.0,-1.2479722499849998e-07,1.055234810445,-2.0489096641539998e-08,0.9642543419781,170.25,0.8351543903669001,-5.435226398996e-09,2.028655930234e-10,516.0,2358.0,3.12,0.0,-6.519258022308e-09,-7.683411240578e-09,183064.0
E02,2025-03-18 02:40:00,144.875,2.871191025202e-09,0.1381978757191,6.789341568946999e-06,0.0004496367182583,8.147209882736e-06,5440.619394302,182400.0,-1.2479722499849998e-07,1.055234810445,-2.0489096641539998e-08,0.9642543419781,170.25,0.8351543903669001,-5.435226398996e-09,2.028655930234e-10,258.0,2358.0,3.12,0.0,-6.519258022308e-09,0.0,183100.0
E02,2025-03-18 02:50:00,144.90625,2.87440544481e-09,0.2125586380576,6.791204214096e-06,0.00044965161941950003,8.167698979378e-06,5440.619432449,183000.0,-1.173466444016e-07,1.055231638839,-4.4703483581540004e-08,0.9642545306945,170.09375,0.8351785387556,-5.437012187667001e-09,1.8893644138970001e-10,516.0,2358.0,3.12,0.0,-6.519258022308e-09,-7.683411240578e-09,183664.0
E02,2025-03-18 02:50:00,144.90625,2.87440544481e-09,0.2125586380576,6.791204214096e-06,0.00044965161941950003,8.167698979378e-06,5440.619432449,183000.0,-1.173466444016e-07,1.055231638839,-4.4703483581540004e-08,0.9642545306945,170.09375,0.8351785387556,-5.437012187667001e-09,1.8893644138970001e-10,258.0,2358.0,3.12,0.0,-6.519258022308e-09,0.0,183700.0
E02,2025-03-18 03:00:00,144.71875,2.876905548949e-09,0.2868028350836,6.7781656980509995e-06,0.00044970458839090007,8.208677172660999e-06,5440.6195964809995,183600.0,-1.0430812835689999e-07,1.055228471621,-6.332993507385e-08,0.9642547047817001,169.46875,0.8353193007332002,-5.440226607275e-09,1.753644474903e-10,516.0,2358.0,3.12,0.0,-6.519258022308e-09,-7.683411240578e-09,184264.0
E02,2025-03-18 03:00:00,144.71875,2.876905548949e-09,0.2868028350836,6.7781656980509995e-06,0.00044970458839090007,8.208677172660999e-06,5440.6195964809995,183600.0,-1.0430812835689999e-07,1.055228471621,-6.332993507385e-08,0.9642547047817001,169.46875,0.8353193007332002,-5.440226607275e-09,1.753644474903e-10,258.0,2358.0,3.12,0.0,-6.519258022308e-09,0.0,184300.0
E02,2025-03-18 03:10:00,144.21875,2.8783341798860004e-09,0.3609289219555,6.7483633756639996e-06,0.0004497839836404,8.266419172287e-06,5440.619876862,184200.0,-8.754432201385e-08,1.05522530733,-8.009374141693e-08,0.9642548642398,168.4375,0.8355782152894999,-5.444512500085e-09,1.625067690592e-10,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,184864.0
E02,2025-03-18 03:10:00,144.21875,2.8783341798860004e-09,0.3609289219555,6.7483633756639996e-06,0.0004497839836404,8.266419172287e-06,5440.619876862,184200.0,-8.754432201385e-08,1.05522530733,-8.009374141693e-08,0.9642548642398,168.4375,0.8355782152894999,-5.444512500085e-09,1.625067690592e-10,517.0,2358.0,3.12,0.0,-6.519258022308e-09,-7.683411240578e-09,184865.0
E02,2025-03-18 03:10:00,144.21875,2.8783341798860004e-09,0.3609289219555,6.7483633756639996e-06,0.0004497839836404,8.266419172287e-06,5440.619876862,184200.0,-8.754432201385e-08,1.05522530733,-8.009374141693e-08,0.9642548642398,168.4375,0.8355782152894999,-5.444512500085e-09,1.625067690592e-10,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,184900.0
E02,2025-03-18 03:20:00,143.28125,2.879048495355e-09,0.43494333990160006,6.698071956635e-06,0.00044987758155910003,8.335337042809e-06,5440.620256424,184800.0,-6.891787052155e-08,1.055222141575,-9.126961231232e-08,0.9642550105316,167.21875,0.8359488309556999,-5.4495127083640005e-09,1.507205638307e-10,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,185464.0
E02,2025-03-18 03:20:00,143.28125,2.879048495355e-09,0.43494333990160006,6.698071956635e-06,0.00044987758155910003,8.335337042809e-06,5440.620256424,184800.0,-6.891787052155e-08,1.055222141575,-9.126961231232e-08,0.9642550105316,167.21875,0.8359488309556999,-5.4495127083640005e-09,1.507205638307e-10,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,185500.0
E02,2025-03-18 03:30:00,141.9375,2.879405653089e-09,0.5088639979652,6.627291440964e-06,0.00044997525401410004,8.40425491333e-06,5440.620714188,185400.0,-5.0291419029239996e-08,1.055218972894,-9.872019290924e-08,0.9642551407313,165.90625,0.8364132211337,-5.4552272321109995e-09,1.392915163365e-10,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,186064.0
E02,2025-03-18 03:30:00,141.9375,2.879405653089e-09,0.5088639979652,6.627291440964e-06,0.00044997525401410004,8.40425491333e-06,5440.620714188,185400.0,-5.0291419029239996e-08,1.055218972894,-9.872019290924e-08,0.9642551407313,165.90625,0.8364132211337,-5.4552272321109995e-09,1.392915163365e-10,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,186100.0
E02,2025-03-18 03:40:00,140.25,2.879405653089e-09,0.5827103032174,6.537884473801e-06,0.00045006687287240006,8.469447493552999e-06,5440.621229171999,186000.0,-2.9802322387700004e-08,1.055215802751,-1.0244548320769999e-07,0.9642552577648001,164.6875,0.8369519685118001,-5.462013229061e-09,1.289339420448e-10,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,186664.0
E02,2025-03-18 03:40:00,140.25,2.879405653089e-09,0.5827103032174,6.537884473801e-06,0.00045006687287240006,8.469447493552999e-06,5440.621229171999,186000.0,-2.9802322387700004e-08,1.055215802751,-1.0244548320769999e-07,0.9642552577648001,164.6875,0.8369519685118001,-5.462013229061e-09,1.289339420448e-10,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,186700.0
E02,2025-03-18 03:50:00,138.25,2.879405653089e-09,0.6565058291201,6.433576345444e-06,0.0004501440562308,8.521601557732e-06,5440.621776581,186600.0,-1.117587089539e-08,1.055212628219,-1.0058283805849999e-07,0.964255360169,163.6875,0.8375414864619,-5.4691563837450004e-09,1.1964784095570002e-10,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,187294.0
E02,2025-03-18 03:50:00,138.25,2.879405653089e-09,0.6565058291201,6.433576345444e-06,0.0004501440562308,8.521601557732e-06,5440.621776581,186600.0,-1.117587089539e-08,1.055212628219,-1.0058283805849999e-07,0.964255360169,163.6875,0.8375414864619,-5.4691563837450004e-09,1.1964784095570002e-10,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,187300.0
E02,2025-03-18 04:00:00,136.0625,2.879762810823e-09,0.7302803416675001,6.319954991340999e-06,0.0004502017982304,8.556991815567e-06,5440.622331619,187200.0,5.587935447693e-09,1.055209446372,-9.313225746155001e-08,0.9642554479441,163.0,0.8381520031381,-5.476656696163001e-09,1.11076055335e-10,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,187864.0
E02,2025-03-18 04:00:00,136.0625,2.879762810823e-09,0.7302803416675001,6.319954991340999e-06,0.0004502017982304,8.556991815567e-06,5440.622331619,187200.0,5.587935447693e-09,1.055209446372,-9.313225746155001e-08,0.9642554479441,163.0,0.8381520031381,-5.476656696163001e-09,1.11076055335e-10,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,187900.0
E02,2025-03-18 04:10:00,133.875,2.880477126291e-09,0.8040630904437001,6.204470992087999e-06,0.0004502373049036,8.575618267059e-06,5440.622873306001,187800.0,2.0489096641539998e-08,1.055206254285,-8.568167686462001e-08,0.9642555240159001,162.65625,0.8387542601788001,-5.484514166315e-09,1.035757429169e-10,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,188464.0
E02,2025-03-18 04:10:00,133.875,2.880477126291e-09,0.8040630904437001,6.204470992087999e-06,0.0004502373049036,8.575618267059e-06,5440.622873306001,187800.0,2.0489096641539998e-08,1.055206254285,-8.568167686462001e-08,0.9642555240159001,162.65625,0.8387542601788001,-5.484514166315e-09,1.035757429169e-10,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,188500.0
E02,2025-03-18 04:20:00,131.8125,2.8815485994940006e-09,0.8778852195117001,6.094574928284e-06,0.0004502511583269001,8.575618267059e-06,5440.623378754,188400.0,3.166496753693e-08,1.055203056346,-7.450580596924e-08,0.9642555898472001,162.6875,0.8393170959660001,-5.4920144787330005e-09,9.714690370133e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,189064.0
E02,2025-03-18 04:20:00,131.8125,2.8815485994940006e-09,0.8778852195117001,6.094574928284e-06,0.0004502511583269001,8.575618267059e-06,5440.623378754,188400.0,3.166496753693e-08,1.055203056346,-7.450580596924e-08,0.9642555898472001,162.6875,0.8393170959660001,-5.4920144787330005e-09,9.714690370133e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,189100.0
E02,2025-03-18 04:30:00,130.0,2.8836915458990003e-09,0.9517682615627001,5.993992090225e-06,0.00045024557039140007,8.558854460716e-06,5440.623826981,189000.0,3.911554813385e-08,1.05519984524,-6.332993507385e-08,0.9642556439751001,162.96875,0.839818986586,-5.4998719488849996e-09,9.178953768838999e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,189664.0
E02,2025-03-18 04:30:00,130.0,2.8836915458990003e-09,0.9517682615627001,5.993992090225e-06,0.00045024557039140007,8.558854460716e-06,5440.623826981,189000.0,3.911554813385e-08,1.05519984524,-6.332993507385e-08,0.9642556439751001,162.96875,0.839818986586,-5.4998719488849996e-09,9.178953768838999e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,189700.0
E02,2025-03-18 04:40:00,128.5625,2.8865488077730002e-09,1.025735329239,5.9101730585099995e-06,0.0004502260126173,8.532777428626999e-06,5440.624200821,189600.0,4.4703483581540004e-08,1.055196620969,-5.0291419029239996e-08,0.9642556893256,163.4375,0.8402368062299002,-5.507015103569e-09,8.714648714383999e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,190264.0
E02,2025-03-18 04:40:00,128.5625,2.8865488077730002e-09,1.025735329239,5.9101730585099995e-06,0.0004502260126173,8.532777428626999e-06,5440.624200821,189600.0,4.4703483581540004e-08,1.055196620969,-5.0291419029239996e-08,0.9642556893256,163.4375,0.8402368062299002,-5.507015103569e-09,8.714648714383999e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,190300.0
E02,2025-03-18 04:50:00,127.53125,2.890834700583e-09,1.099803769824,5.8468431234359995e-06,0.00045019923709330005,8.499249815941001e-06,5440.624488831,190200.0,4.4703483581540004e-08,1.055193382068,-3.911554813385e-08,0.9642557288244,163.96875,0.8405532105408,-5.5138011005190005e-09,8.357490980188e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,191134.0
E02,2025-03-18 04:50:00,127.53125,2.890834700583e-09,1.099803769824,5.8468431234359995e-06,0.00045019923709330005,8.499249815941001e-06,5440.624488831,190200.0,4.4703483581540004e-08,1.055193382068,-3.911554813385e-08,0.9642557288244,163.96875,0.8405532105408,-5.5138011005190005e-09,8.357490980188e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,191150.0
E02,2025-03-18 05:00:00,126.93749999999999,2.896192066596e-09,1.173984599091,5.802139639854e-06,0.0004501729272306,8.465722203255e-06,5440.624679565,190800.0,4.4703483581540004e-08,1.055190130001,-2.9802322387700004e-08,0.9642557639344,164.4375,0.8407571822828,-5.5198727820000006e-09,8.107480566251e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,191464.0
E02,2025-03-18 05:00:00,126.93749999999999,2.896192066596e-09,1.173984599091,5.802139639854e-06,0.0004501729272306,8.465722203255e-06,5440.624679565,190800.0,4.4703483581540004e-08,1.055190130001,-2.9802322387700004e-08,0.9642557639344,164.4375,0.8407571822828,-5.5198727820000006e-09,8.107480566251e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,191500.0
E02,2025-03-18 05:10:00,126.71874999999999,2.902620905812e-09,1.248279541819,5.7760626077649995e-06,0.00045015569776300004,8.437782526016e-06,5440.624767303,191400.0,4.0978193283079996e-08,1.055186864768,-2.0489096641539998e-08,0.9642557961186,164.71875,0.8408469952124,-5.5255873057480004e-09,7.893185925733e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,192064.0
E02,2025-03-18 05:10:00,126.71874999999999,2.902620905812e-09,1.248279541819,5.7760626077649995e-06,0.00045015569776300004,8.437782526016e-06,5440.624767303,191400.0,4.0978193283079996e-08,1.055186864768,-2.0489096641539998e-08,0.9642557961186,164.71875,0.8408469952124,-5.5255873057480004e-09,7.893185925733e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,192100.0
E02,2025-03-18 05:20:00,126.84375000000001,2.910478375964e-09,1.32268401615,5.76488673687e-06,0.00045015499927100007,8.421018719673001e-06,5440.624750137,192000.0,3.725290298462e-08,1.055183587832,-1.4901161193850002e-08,0.9642558268399001,164.65625,0.8408272399667001,-5.530230356292e-09,7.786038605475e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,192694.0
E02,2025-03-18 05:20:00,126.84375000000001,2.910478375964e-09,1.32268401615,5.76488673687e-06,0.00045015499927100007,8.421018719673001e-06,5440.624750137,192000.0,3.725290298462e-08,1.055183587832,-1.4901161193850002e-08,0.9642558268399001,164.65625,0.8408272399667001,-5.530230356292e-09,7.786038605475e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,192700.0
E02,2025-03-18 05:30:00,127.15625,2.9197644770530003e-09,1.397191624742,5.766749382019e-06,0.00045017781667410005,8.417293429375e-06,5440.624635696,192600.0,3.3527612686160006e-08,1.055180299192,-1.117587089539e-08,0.9642558575612,164.25,0.8407043124234002,-5.5345162491030005e-09,7.678891285216e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,193264.0
E02,2025-03-18 05:30:00,127.15625,2.9197644770530003e-09,1.397191624742,5.766749382019e-06,0.00045017781667410005,8.417293429375e-06,5440.624635696,192600.0,3.3527612686160006e-08,1.055180299192,-1.117587089539e-08,0.9642558575612,164.25,0.8407043124234002,-5.5345162491030005e-09,7.678891285216e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,193300.0
E02,2025-03-18 05:40:00,127.5625,2.930479209079e-09,1.471783611524,5.772337317466999e-06,0.0004502289230004,8.428469300270001e-06,5440.624427795,193200.0,2.793967723846e-08,1.0551770047,-7.450580596924e-09,0.9642558882825001,163.4375,0.8404969803586001,-5.5384449841790004e-09,7.607459738376999e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,193864.0
E02,2025-03-18 05:40:00,127.5625,2.930479209079e-09,1.471783611524,5.772337317466999e-06,0.0004502289230004,8.428469300270001e-06,5440.624427795,193200.0,2.793967723846e-08,1.0551770047,-7.450580596924e-09,0.9642558882825001,163.4375,0.8404969803586001,-5.5384449841790004e-09,7.607459738376999e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,193900.0
E02,2025-03-18 05:50:00,127.875,2.941908256573e-09,1.546438465746,5.781650543213e-06,0.0004503104137257,8.452683687209998e-06,5440.624141693,193800.0,2.421438694e-08,1.055173701431,-5.587935447693e-09,0.9642559190037,162.25,0.8402267618344,-5.5416594037860006e-09,7.571743964957e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,194464.0
E02,2025-03-18 05:50:00,127.875,2.941908256573e-09,1.546438465746,5.781650543213e-06,0.0004503104137257,8.452683687209998e-06,5440.624141693,193800.0,2.421438694e-08,1.055173701431,-5.587935447693e-09,0.9642559190037,162.25,0.8402267618344,-5.5416594037860006e-09,7.571743964957e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,194500.0
E02,2025-03-18 06:10:00,128.0,2.967623613435e-09,1.695839009702,5.785375833510999e-06,0.0004505581455305,8.532777428626999e-06,5440.623401642,195000.0,1.6763806343080003e-08,1.055167078801,-5.587935447693e-09,0.9642559804463,159.125,0.839595479036,-5.5473739275340004e-09,7.571743964957e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,196234.0
E02,2025-03-18 06:10:00,128.0,2.967623613435e-09,1.695839009702,5.785375833510999e-06,0.0004505581455305,8.532777428626999e-06,5440.623401642,195000.0,1.6763806343080003e-08,1.055167078801,-5.587935447693e-09,0.9642559804463,159.125,0.839595479036,-5.5473739275340004e-09,7.571743964957e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,196250.0
E02,2025-03-18 06:20:00,127.65625,2.980838449601e-09,1.770537685636,5.7760626077649995e-06,0.00045071286149320005,8.577480912209e-06,5440.622993469,195600.0,1.3038516044620001e-08,1.055163760903,-7.450580596924e-09,0.9642560126305,157.40625,0.8392814519670001,-5.550231189407001e-09,7.607459738376999e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,196264.0
E02,2025-03-18 06:20:00,127.65625,2.980838449601e-09,1.770537685636,5.7760626077649995e-06,0.00045071286149320005,8.577480912209e-06,5440.622993469,195600.0,1.3038516044620001e-08,1.055163760903,-7.450580596924e-09,0.9642560126305,157.40625,0.8392814519670001,-5.550231189407001e-09,7.607459738376999e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,196300.0
E02,2025-03-18 06:30:00,127.06249999999999,2.994053285766e-09,1.845203140163,5.759298801422e-06,0.00045087526086720007,8.620321750641e-06,5440.622589111001,196200.0,9.313225746155e-09,1.055160438616,-7.450580596924e-09,0.9642560448147001,155.78125,0.8390006755629001,-5.5523741358120004e-09,7.643175511795999e-11,516.0,2358.0,3.12,0.0,-3.958120942116e-09,-5.122274160385e-09,196864.0
E02,2025-03-18 06:30:00,127.06249999999999,2.994053285766e-09,1.845203140163,5.759298801422e-06,0.00045087526086720007,8.620321750641e-06,5440.622589111001,196200.0,9.313225746155e-09,1.055160438616,-7.450580596924e-09,0.9642560448147001,155.78125,0.8390006755629001,-5.5523741358120004e-09,7.643175511795999e-11,258.0,2358.0,3.12,0.0,-3.958120942116e-09,0.0,196900.0
