satelite_id,Datetime,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,t_tm
J04,2025-03-23 14:00:00,-696.25,2.5401058056030002e-09,2.986336736135,-2.1491199731830004e-05,0.07525806408376,-4.108995199203e-06,6493.184680939,50400.0,4.0978193283079996e-07,-1.646809674542,1.955777406693e-07,0.6369612070081,293.96875,-1.570761532751,-2.3050960165020003e-09,3.582292073987e-10,46806.0
J04,2025-03-23 15:00:00,-696.4375,2.3215252722750004e-09,-3.034298382478,-2.1522864699360002e-05,0.07525410375092,-3.525987267494e-06,6493.192892075001,54000.0,2.961605787277e-07,-1.646817057889,6.519258022308e-08,0.6369623085854,241.75,-1.570762403188,-2.28116644831e-09,3.0894144007960003e-10,50406.00000000001
J04,2025-03-23 16:00:00,-730.1875,2.0368705581200003e-09,-2.771731699511,-2.216547727585e-05,0.07524728530552001,-2.0023435354229997e-06,6493.207584381001,57600.0,1.266598701477e-07,-1.646826460064,1.8812716007229998e-07,0.6369635901017001,159.53125,-1.570780603351,-2.2411647820799998e-09,3.760870941085e-10,54006.0
J04,2025-03-23 17:00:00,-782.375,2.249022252233e-09,-2.509152098976,-2.3350119590760002e-05,0.07524132716935,-1.076608896255e-06,6493.222177505,61200.0,1.601874828339e-06,-1.646826050447,9.685754776001e-08,0.6369624402481,110.96875,-1.570822723689,-2.699398155054e-09,-7.821754378894e-11,57606.0
J04,2025-03-23 18:00:00,-792.6875,2.7722583328300003e-09,-2.246595164895,-2.37375497818e-05,0.07523980922996999,-1.2163072824479998e-06,6493.226697922,64800.00000000001,2.104789018631e-06,-1.6468292557,1.5981495380399998e-06,0.6369597938293001,109.78125000000001,-1.570840844855,-3.3283529249730005e-09,-2.814402945465e-10,61205.99999999999
J04,2025-03-23 19:00:00,-733.9375,2.381884929354e-09,-1.984109068232,-2.2707507014270003e-05,0.07524349517189,-5.88595867157e-07,6493.2129497529995,68400.0,4.488974809647e-07,-1.646847134022,7.338821887969999e-07,0.6369645556276,92.65625,-1.570773555012,-2.6436815485190003e-09,1.850077063136e-10,64806.0
J04,2025-03-23 20:00:00,-661.65625,9.907555546598999e-10,-1.721687263894,-2.1712854504590003e-05,0.07524839846883001,1.8402934074399998e-06,6493.1875,72000.0,1.812353730202e-06,-1.646865021121,-2.006068825722e-06,0.6369788263935,15.375,-1.570636434238,-6.218116152354e-10,5.564517498775e-10,68406.0
J04,2025-03-23 21:00:00,-633.25,-5.071639825583999e-11,-1.459256270967,-2.165511250496e-05,0.07525058870668999,4.388391971587999e-06,6493.166215897,75600.0,4.971399903297e-06,-1.646868066917,-6.239861249923999e-07,0.6369902195995001,-72.375,-1.570517106936,9.146809572762001e-10,2.528676758108e-10,72006.0
J04,2025-03-23 22:00:00,-626.3125,2.153661137202e-10,-1.196740221057,-2.144835889339e-05,0.07525058044121,5.312263965607e-06,6493.160865784,79200.0,3.814697265625e-06,-1.646865778913,3.1031668186189997e-06,0.6369879447619,-95.3125,-1.570488094344,5.8645299955e-10,-2.967980771169e-10,75606.0
J04,2025-03-23 23:00:00,-573.3125,1.6893560827470002e-09,-0.9341329128539,-1.96248292923e-05,0.07525185262784001,5.112960934639e-06,6493.171775818,82800.0,3.725290298462e-09,-1.646877767527,2.5313347578049998e-06,0.6369743337720001,-61.625,-1.570542504656,-1.5375640457140001e-09,-2.3965283964560003e-10,79206.0
J07,2025-03-23 00:00:00,-109.9375,0.0,-1.074214333636,-3.503635525703e-06,0.0001876831520349,-7.255002856255e-06,6493.331140518,0.0,-4.50387597084e-06,0.44401187691120003,-1.7043203115459998e-06,0.001378199030379,221.71875,2.846873725935,1.1089747646790001e-09,0.0,-3594.0
J07,2025-03-23 01:00:00,-124.78125,0.0,-0.8008440884279001,-3.939494490623e-06,0.0001891636056826,-6.649643182754999e-06,6493.337280273,3600.0,-2.1122395992279997e-06,0.44059624553930005,-3.285706043243e-06,0.001380740119082,201.40625,2.83944647768,1.063615732436e-09,0.0,6.0
J07,2025-03-23 02:00:00,-121.4375,0.0,-0.5389351056332,-3.818422555923e-06,0.00018894963432100002,-6.671994924545e-06,6493.336709976,7200.0,-5.4016709327700004e-08,0.43891104437250006,-2.861022949219e-06,0.001383483090481,202.0,2.841749606666,1.065044363373e-09,0.0,3606.0
J07,2025-03-23 03:00:00,-88.03125,0.0,-0.2830592716063,-2.799555659294e-06,0.0001860118936747,-6.496906280518e-06,6493.328954697,10800.0,6.277114152908e-07,0.43842769916490004,-1.8496066331859998e-06,0.001385168372108,196.28125,2.848884648738,1.119332338971e-09,0.0,7206.0
J07,2025-03-23 04:00:00,-55.75,0.0,-0.02380053753649,-1.8104910850519998e-06,0.0001821427140385,-5.703419446945e-06,6493.319446564,14400.0,6.072223186492999e-07,0.4383893458416,-1.5497207641599998e-06,0.0013855414162190001,170.34375,2.852193106731,1.185049362063e-09,0.0,10806.0
J07,2025-03-23 05:00:00,-45.625,0.0,0.2399474590948,-1.505017280579e-06,0.0001796986907721,-4.986301064491e-06,6493.313480377,18000.0,1.1455267667769998e-06,0.4383956378523,-1.8235296010969998e-06,0.001384935768134,146.46875,2.85096885057,1.228622605635e-09,0.0,14406.000000000002
J07,2025-03-23 06:00:00,-43.4375,0.0,0.5011925769797,-1.432374119759e-06,0.0001801206963137,-5.166977643967e-06,6493.314655304001,21600.0,2.510845661163e-06,0.4384014748954,-1.4454126358029999e-06,0.0013835430701219999,151.1875,2.852248312871,1.2257653437610001e-09,0.0,18006.0
J07,2025-03-23 07:00:00,-20.0625,0.0,0.7526449344083,-6.761401891708e-07,0.0001827778760344,-6.027519702911e-06,6493.322750092,25200.0,3.566965460777e-06,0.43829954022660006,3.781169652939e-07,0.001381157050735,177.53125,2.863427675359,1.17969199605e-09,0.0,21606.0
J07,2025-03-23 08:00:00,29.875,0.0,0.9942552251895,9.387731552124e-07,0.00018596102017909999,-6.606802344322e-06,6493.334915161,28800.0,2.8889626264569996e-06,0.4376167714894,2.944841980934e-06,0.0013776226406550002,195.34375,2.885028455164,1.1089747646790001e-09,0.0,25206.0
J07,2025-03-23 09:00:00,82.21875,0.0,1.232939189735,2.635642886162e-06,0.0001881477655843,-6.316229701042e-06,6493.346996307,32400.000000000004,2.4214386939999996e-07,0.4356899386805,4.475936293602e-06,0.0013734313803580001,186.1875,2.910797859535,1.038614691042e-09,0.0,28806.0
J07,2025-03-23 10:00:00,109.625,0.0,1.478827120274,3.53716313839e-06,0.00018885079771280001,-5.591660737990999e-06,6493.354818344,36000.0,-2.9429793357849998e-06,0.43220561452719997,3.6004930734629995e-06,0.001369826750211,163.96875,2.930919345355,9.950414474703e-10,0.0,32406.0
J07,2025-03-23 11:00:00,113.5,0.0,1.738627409062,3.674998879433e-06,0.00018885941244660003,-5.381181836128e-06,6493.3560676570005,39600.0,-4.583969712257e-06,0.4276141890817,6.426125764847e-07,0.001368188281962,158.03125,2.938234921758,9.907555546598999e-10,0.0,36006.0
J07,2025-03-23 12:00:00,119.90624999999999,0.0,2.012347064938,3.883615136147e-06,0.0001895384630188,-6.057322025299e-06,6493.350650787,43200.0,-3.641471266747e-06,0.4230205824252,-2.5052577257159997e-06,0.001369118697861,179.9375,2.931633647292,1.0268284858140001e-09,0.0,39606.0
